PMID,Title,Dataset,n_sentences,mean_label_confidence,mean_local_similarity,min_local_similarity,local_similarity_volatility,local_discontinuity_burden,within_role_discontinuity_burden,mean_similarity_to_opening_anchor,final_similarity_to_opening_anchor,mean_similarity_to_own_role_anchor_loo,observed_roles,required_roles_present,missing_required_roles,n_Background,within_Background_similarity,n_Aim,within_Aim_similarity,n_Methods,within_Methods_similarity,n_Results,within_Results_similarity,n_Conclusion,within_Conclusion_similarity,n_Limitation/Future,within_Limitation/Future_similarity,conclusion_to_aim_alignment,conclusion_to_results_alignment,results_to_methods_alignment,methods_to_aim_alignment,results_to_aim_alignment,conclusion_to_background_plus_aim_alignment,conclusion_plus_future_to_background_plus_aim_alignment
25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,Clinical,11,0.9827272727272728,0.156682338565588,-0.0348938107490539,0.1437228729229276,0.0909090909090909,0.0909090909090909,0.3424543386155909,0.2951500862836838,0.2719470396637916,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.1642002463340759,4,0.2960715653995673,2,0.0186447650194168,0,,0.4135676026344299,0.4930692017078399,0.4358663558959961,0.5542169809341431,0.2992820739746094,0.4135676026344299,0.4135676026344299
31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,Clinical,6,0.9883333333333334,0.4799496293067932,0.3542484641075134,0.0868514481871204,0.1666666666666666,0.0,0.4306853438417117,0.2720687538385391,0.5310944765806198,Aim; Conclusion; Methods; Results,True,,0,,1,,2,0.5187342762947083,2,0.5434547066688538,1,,0,,0.3459414839744568,0.5258789658546448,0.3355229794979095,0.4991072714328766,0.2096288800239563,0.3459414839744568,0.3459414839744568
39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,Clinical,11,0.9836363636363636,0.1826211690902709,0.0006289333105087,0.147169986710361,0.0909090909090909,0.0909090909090909,0.3883350681174885,0.423113614320755,0.1465268813901477,Aim; Background; Conclusion; Methods; Results,True,,2,0.0006289333105087,1,,5,0.140465771779418,1,,2,0.0641180723905563,0,,0.6321626901626587,0.3263777792453766,0.3452089428901672,0.4275660514831543,0.2092750817537307,0.5800654888153076,0.5800654888153076
32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,Clinical,9,0.977777777777778,0.367301519960165,0.103588730096817,0.1862101171969354,0.2222222222222222,0.1111111111111111,0.5088667505317264,0.4229638576507568,0.5274080832799276,Aim; Background; Conclusion; Methods; Results,True,,3,0.2859665950139363,1,,3,0.6170202493667603,1,,1,,0,,0.6451274156570435,0.3534402847290039,0.1130108311772346,0.5439640283584595,0.4724762439727783,0.4832957088947296,0.4832957088947296
40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,Clinical,12,0.9775,0.3163222477517344,-0.044442169368267,0.2605155648678138,0.1666666666666666,0.0833333333333333,0.4480293203766147,0.4698327332735061,0.3290364247831431,Aim; Conclusion; Methods; Results,True,,0,,1,,6,0.1855179498593012,3,0.5083555579185486,2,-0.044442169368267,0,,0.6124549508094788,0.5013445019721985,0.5117665529251099,0.6035339832305908,0.6005475521087646,0.6124549508094788,0.6124549508094788
26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",Clinical,13,0.9815384615384616,0.4199692231292526,0.0411714427173137,0.2746652954188014,0.1538461538461538,0.0769230769230769,0.4713271336200145,0.6144586652517319,0.5162676071578806,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,3,0.4123207330703735,4,0.3741895693043868,4,0.3941419261197249,0,,0.772662878036499,0.3835248351097107,0.4226591289043426,0.7442452907562256,0.2844867706298828,0.7051515579223633,0.7051515579223633
25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,Clinical,11,0.981818181818182,0.3056286975741386,-0.0965243130922317,0.271186944284369,0.0909090909090909,0.0,0.5022584701126273,0.4383517801761627,0.2627856221727349,Aim; Background; Conclusion; Methods; Results,True,,2,0.4878632128238678,2,-0.0151619799435138,2,0.4913535714149475,3,0.226998413602511,2,0.0367760136723518,0,,0.604663074016571,0.5513953566551208,0.5059323310852051,0.5199403762817383,0.4050667881965637,0.6088289022445679,0.6088289022445679
40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,Clinical,19,0.9736842105263156,0.4320099304119746,0.0391718856990337,0.2129564168102685,0.1578947368421052,0.1052631578947368,0.5338669231063441,0.2282853946089744,0.5303554552442887,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,0.4987326264381408,1,,5,0.2226098738610744,7,0.4147358918119044,3,0.6360649863878886,1,,0.8426254987716675,0.8568505048751831,0.6719340682029724,0.6652082800865173,0.7751113176345825,0.8043741583824158,0.7768529653549194
38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,Clinical,12,0.985,0.308436171575026,0.0557177029550075,0.1944237467072991,0.1666666666666666,0.0833333333333333,0.5036803268206617,0.2204369539394974,0.3799731355160475,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.3968826820453008,2,0.167282685637474,2,0.0557177029550075,0,,0.4506796598434448,0.1262314915657043,0.6284414529800415,0.7222238183021545,0.3263154923915863,0.3034069240093231,0.3034069240093231
36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,Clinical,13,0.9823076923076924,0.3522920850664377,-0.0573967508971691,0.241404071876053,0.2307692307692307,0.0769230769230769,0.4822742148087575,0.4105751290917396,0.4318931677068273,Aim; Background; Conclusion; Methods; Results,True,,1,,2,0.3248345255851745,4,0.5055665026108423,4,0.4197737574577331,2,-0.0445231087505817,0,,0.4960445165634155,0.4838733673095703,0.7214899063110352,0.7418762445449829,0.5932934284210205,0.5940151214599609,0.5940151214599609
29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,Clinical,11,0.9836363636363636,0.1927104658912867,-0.0222664736211299,0.1599768803289834,0.2727272727272727,0.0909090909090909,0.3424030488187616,0.4617450386285782,0.247860272311502,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,5,0.1513610307127237,2,0.4989075660705566,2,-0.0222664736211299,0,,0.6323695182800293,0.2958126068115234,0.5345579385757446,0.4343498945236206,0.1434633284807205,0.660399854183197,0.660399854183197
31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,Clinical,15,0.9853333333333334,0.1821521495335868,-0.0331365577876567,0.217091772663079,0.0,0.0,0.3520435735583305,0.3552256226539612,0.2574224445436682,Aim; Background; Conclusion; Methods; Results,True,,2,-0.0144438855350017,1,,5,0.255764564499259,5,0.2088198095560073,2,-0.0280843246728181,0,,0.3219550848007202,0.5577353239059448,0.6087255477905273,0.290299117565155,0.2920363247394562,0.5095713138580322,0.5095713138580322
30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",Clinical,11,0.979090909090909,0.319054027274251,0.0242568142712116,0.2427831937326839,0.2727272727272727,0.0,0.4683875278993086,0.4742313921451568,0.4875779837369919,Aim; Background; Conclusion; Methods; Results,True,,2,0.2231626510620117,1,,2,0.3344239890575409,3,0.3218411306540171,3,0.8121901154518127,0,,0.8658014535903931,0.4633948802947998,0.524632453918457,0.689704179763794,0.4257907569408417,0.5188878774642944,0.5188878774642944
40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",Clinical,12,0.9808333333333332,0.356782965362072,-0.0128588117659091,0.2956819177164246,0.25,0.1666666666666666,0.5423536981300762,0.3597518079914152,0.3336947646669366,Aim; Background; Conclusion; Methods; Results,True,,2,0.3816699385643005,1,,2,0.196900188922882,5,0.3432912612333894,2,-0.0128588117659091,0,,0.4463396668434143,0.7099641561508179,0.8189939856529236,0.5582253932952881,0.6756306886672974,0.5120687484741211,0.5120687484741211
20490384,Impact of periodontal disease on quality of life.,Clinical,11,0.99,0.3521956130862236,-0.0501250065863132,0.2712982895867078,0.2727272727272727,0.1818181818181818,0.5231808102266355,0.3443712331354618,0.3873345464468002,Aim; Conclusion; Methods; Results,True,,0,,1,,3,0.1308916397392749,5,0.4923224732279777,2,0.0804535448551178,0,,0.4685314893722534,0.5370841026306152,0.5316059589385986,0.4959848523139953,0.8048719167709351,0.4685314893722534,0.4685314893722534
30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,Clinical,11,0.9863636363636364,0.2323400154709816,-0.0281347818672657,0.1885083885250261,0.1818181818181818,0.0909090909090909,0.4301911016756838,0.4706582427024841,0.1739491605096393,Aim; Background; Conclusion; Limitation/Future; Methods; Results,True,,2,-0.0281347818672657,1,,3,0.1643708000580469,2,0.4189517498016357,2,0.0532753504812717,1,,0.5400688648223877,0.4634062647819519,0.4655948877334595,0.5115671753883362,0.4732355773448944,0.5082122683525085,0.5816172957420349
27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,Clinical,13,0.976923076923077,0.3006612037618955,0.0831725299358367,0.1222804738034438,0.1538461538461538,0.1538461538461538,0.4407640282924359,0.4525919258594513,0.3953107595443725,Aim; Background; Conclusion; Methods; Results,True,,2,0.0831725299358367,1,,6,0.3129344522953033,3,0.3616301715373993,1,,0,,0.7883570194244385,0.5283220410346985,0.6674084663391113,0.4816454648971557,0.4986566007137298,0.6359751224517822,0.6359751224517822
28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,Clinical,11,0.9836363636363636,0.3556975046172738,-0.0222898162901401,0.2434747776705395,0.2727272727272727,0.1818181818181818,0.5198565111918882,0.4297207072377205,0.3173961218446493,Aim; Background; Conclusion; Methods; Results,True,,2,-0.0222898162901401,1,,4,0.3443311552206675,2,0.6696263551712036,2,0.0166812818497419,0,,0.5823555588722229,0.4767910242080688,0.6192384362220764,0.6712802648544312,0.6402321457862854,0.6027106642723083,0.6027106642723083
35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,Clinical,12,0.985,0.2189072758298028,-0.0468718856573104,0.181679062865923,0.1666666666666666,0.0833333333333333,0.4796415326806406,0.427940777502954,0.2281765470450574,Aim; Background; Conclusion; Methods; Results,True,,2,0.1986103951930999,1,,4,0.236023503045241,3,0.2157390415668487,2,-0.0468718856573104,0,,0.6771253347396851,0.5643652081489563,0.564915657043457,0.5066429972648621,0.4421093761920929,0.6199019551277161,0.6199019551277161
36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,Clinical,15,0.9853333333333336,0.3340179550328425,-0.0900567024946212,0.3020795587012483,0.2,0.1333333333333333,0.4589297257363796,0.4557702708989382,0.4094677823953904,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,7,0.176393216387147,4,0.6859487990538279,2,-0.0120598506182432,0,,0.6727241277694702,0.3927419185638428,0.5095091462135315,0.641897439956665,0.5262056589126587,0.648478627204895,0.648478627204895
37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,Clinical,13,0.9492307692307692,0.3706024931743741,-0.055604338645935,0.3116802157468424,0.2307692307692307,0.0769230769230769,0.5709811474841374,0.0218176506459712,0.4315800213000991,Aim; Background; Conclusion; Methods; Results,True,,4,0.6852128505706787,1,,5,0.1390271756798028,2,0.236421450972557,1,,0,,0.9030547142028807,0.3920395970344543,0.3765150606632232,0.5936498641967773,0.3692522048950195,0.946538269519806,0.946538269519806
25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,Clinical,5,0.976,0.7154663801193237,0.6615411043167114,0.0322197778960422,0.2,0.0,0.7699463486671447,0.7030642330646515,0.7463661730289459,Aim; Conclusion; Methods; Results,True,,0,,1,,1,,1,,2,0.7463661432266235,0,,0.7523888945579529,0.6691440343856812,0.7234692573547363,0.7304890155792236,0.7131142616271973,0.7523888945579529,0.7523888945579529
22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,Clinical,9,0.9888888888888888,0.3587098941206932,0.2099662721157074,0.1208729785519534,0.2222222222222222,0.0,0.4665853828191757,0.5208412855863571,0.4895213501793997,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.3500903795162837,3,0.4404099980990092,1,,0,,0.6903271675109863,0.5278247594833374,0.6453136205673218,0.5470113754272461,0.3967504501342773,0.6903271675109863,0.6903271675109863
20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,Clinical,16,0.98,0.2438207613925139,-0.0221394151449203,0.2004870804420702,0.1875,0.0625,0.364690390531905,0.4813774526119232,0.3511006161570549,Background; Conclusion; Methods; Results,True,,1,,0,,5,0.1962465774267912,6,0.2475818733374278,4,0.2104754199584325,0,,,0.641558051109314,0.6591377854347229,,,0.4649959206581116,0.4649959206581116
37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,Clinical,13,0.9846153846153848,0.2110361045536895,0.0157726537436246,0.2113543699736247,0.0,0.0,0.5024187468851988,0.4331436427310109,0.2613454417071559,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.2175372601797183,3,0.1506300568580627,2,0.0422362126410007,0,,0.6866962313652039,0.5713659524917603,0.7184967398643494,0.7192704081535339,0.5293687582015991,0.6000173687934875,0.6000173687934875
26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,Clinical,16,0.978125,0.2583799163500468,0.0200569406151771,0.1394271828837381,0.1875,0.125,0.3685457725077867,0.4138768184930086,0.3701035540018763,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,6,0.2324163640538851,6,0.3240299115578333,2,0.0200569406151771,0,,0.3743544220924377,0.4532791972160339,0.6922587156295776,0.4024891257286072,0.2720178961753845,0.5795273184776306,0.5795273184776306
27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",Clinical,12,0.9758333333333334,0.3218515982682055,-0.0291742235422134,0.1999164810720532,0.1666666666666666,0.0833333333333333,0.4225317699213822,0.5645103603601456,0.3616913401267745,Background; Conclusion; Methods; Results,True,,1,,0,,4,0.1219761607547601,5,0.358253413438797,2,0.3331432342529297,0,,,0.5804318189620972,0.5793111324310303,,,0.691430389881134,0.691430389881134
26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,Clinical,11,0.9781818181818184,0.4451265469193458,-0.0070764273405075,0.2751318936354663,0.1818181818181818,0.0909090909090909,0.638930740004236,0.8093905448913574,0.4826083911789788,Aim; Background; Conclusion; Methods; Results,True,,1,,1,,4,0.1808178185795744,3,0.4975394606590271,2,0.7479325532913208,0,,0.8588129281997681,0.7710532546043396,0.5874475836753845,0.7231603860855103,0.6157169938087463,0.8657864332199097,0.8657864332199097
23866479,The relationship between periodontal disease severity and state-trait anxiety level.,Clinical,15,0.9873333333333336,0.3628805403464606,-0.0635212734341621,0.3281242651500304,0.2,0.0666666666666666,0.5095809616148472,0.3704200414940715,0.4733254349391375,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.2296942149599393,8,0.4939772372932306,2,-0.0275226943194866,0,,0.5312142968177795,0.5433868169784546,0.6586114168167114,0.5996198654174805,0.7274633646011353,0.5312142968177795,0.5312142968177795
21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,Clinical,13,0.9823076923076924,0.3205499285832047,0.0237208865582942,0.2503198950964609,0.2307692307692307,0.1538461538461538,0.40047455063233,0.498094692826271,0.387187480353392,Aim; Methods; Results,True,,0,,2,0.0463692545890808,8,0.2114558956984962,3,0.5494977831840515,0,,0,,,,0.7098509073257446,0.5502166748046875,0.5215085744857788,,
34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,Clinical,11,0.9772727272727272,0.4010275773238391,9.436113759875298e-05,0.2501412291393997,0.2727272727272727,0.1818181818181818,0.5344950980083509,0.7818085551261902,0.454401895403862,Aim; Conclusion; Methods; Results,True,,0,,1,,4,0.3753815268476804,3,0.4199754893779754,3,0.2407313409882287,0,,0.7661865949630737,0.6393500566482544,0.7128539085388184,0.6553335189819336,0.5759122967720032,0.7661865949630737,0.7661865949630737
30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,Clinical,11,0.9727272727272728,0.5095642179250717,0.2373344004154205,0.1592709270362122,0.1818181818181818,0.1818181818181818,0.6393633539026434,0.6490547060966492,0.5477421618998051,Aim; Background; Conclusion; Methods; Results,True,,6,0.3008807867765427,1,,1,,2,0.818384051322937,1,,0,,0.9721319079399108,0.5717361569404602,0.6775514483451843,0.5495591163635254,0.5792447328567505,0.7789269685745239,0.7789269685745239
33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,Clinical,12,0.9833333333333334,0.2702148273925889,0.0277396012097597,0.2211298117016072,0.1666666666666666,0.0833333333333333,0.4263907736167311,0.3627788554877043,0.3424254794689742,Aim; Conclusion; Methods; Results,True,,0,,1,,5,0.2157214902341366,4,0.3711775243282318,2,0.0372055619955062,0,,0.5037609338760376,0.4795421659946441,0.6600738763809204,0.5409228801727295,0.5985211133956909,0.5037609338760376,0.5037609338760376
27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,Clinical,11,0.979090909090909,0.2844127185642719,-0.0114473849534988,0.1788137179229079,0.1818181818181818,0.0909090909090909,0.3585076721554452,0.4286442995071411,0.3928857590071857,Aim; Conclusion; Methods; Results,True,,0,,1,,5,0.3672446265816688,2,0.3301398754119873,3,0.1655641977364818,0,,0.4372414946556091,0.6732912659645081,0.6460500955581665,0.3531941175460815,0.508184015750885,0.4372414946556091,0.4372414946556091
